f:mean within-blend semantic similarity	f:mean importance of vital relations	f:input spaces balance	f:mapping mix	f:blended concepts	f:mean of words per concept	d:graphs vertices	d:graphs edges	f:novelty	g:blend space
0.0513905642579478	-0.84	-1.0	-0.5	0.16666666666666666	1.0	6	6	0.6666666666666666	watch_television,usedfor,watch_television;watch_film,motivatedbygoal,have_fun;watch_film,usedfor,cry;watch_television,haslastsubevent,cry;wash_clothe|play_soccer,motivatedbygoal,prevent_disease;wash_clothe|play_soccer,usedfor,have_fun;
0.06570528894647415	-0.9280000000000002	-0.8571428571428571	-0.8	0.3333333333333333	1.25	6	5	1.0	play_poker,usedfor,i_be_hungry;eat_hamburger|play_poker,motivatedbygoal,i_be_hungry;human,desires,storm|freedom;play_poker,motivatedbygoal,food;storm|freedom,isa,food;
0.060413094013957475	-0.8560000000000001	-0.8571428571428571	-0.8	0.3333333333333333	1.25	6	5	0.8	eat|be_successful,motivatedbygoal,food;xenophobe,isa,human;human,desires,storm|freedom;sate_your_hunger,usedfor,eat|be_successful;storm|freedom,isa,food;
0.04808049776594235	-0.88	-0.8	-1.0	0.5	1.6666666666666667	4	3	1.0	student,isa,human|drop_of_blood;human|drop_of_blood,desires,drink;student,desires,consumerism|get_good_grade;
0.0544092945500874	-0.85	-1.0	-1.0	0.6666666666666666	1.4	6	5	0.8	find_information|talk,usedfor,student|divert_attention_from_something_else;surf_web,usedfor,learn;dance|social_movement,motivatedbygoal,learn;judson_laipply|mayer_zald,knownfor,dance|social_movement;surf_web,motivatedbygoal,find_information|talk;
6.602757788824789E-4	-0.7525	-0.5714285714285714	-1.0	0.4	1.2857142857142858	5	4	0.75	car,madeof,make_quick_getaway|iron;skyscraper,madeof,steel;make_quick_getaway|iron,antonym,steel;car,causesdesire,sport|drive;
6.602757788824789E-4	-0.7525	-0.8333333333333334	-0.75	0.4	1.0	5	4	1.0	penis|old_person,madeof,flesh;child,madeof,have_sex|rest;alcholic_beverage,causesdesire,have_sex|rest;child,antonym,penis|old_person;
0.0205426552230771	-0.8019999999999999	-0.8571428571428571	-1.0	0.3333333333333333	1.25	6	5	0.8	muscle,capableof,realise_good_return;human,capableof,penis|old_person;child,madeof,have_sex|rest;muscle,partof,human;child,antonym,penis|old_person;
0.03734808991747617	-0.835	-0.8888888888888888	-0.8333333333333334	0.3333333333333333	1.0	6	6	1.0	human,capableof,penis|old_person;police_men,partof,human;child,madeof,have_sex|rest;child,desires,have_sex|rest;prepuce,partof,penis|old_person;child,antonym,penis|old_person;
0.020542655223077102	-0.8019999999999999	-1.0	-1.0	0.16666666666666666	1.0	6	5	1.0	dangerous,antonym,exceptional;eye|big_mouth,partof,cat;exceptional,madeof,steel;cat,capableof,dangerous;eye|big_mouth,capableof,cry;
