f:mean within-blend semantic similarity	f:mean importance of vital relations	f:input spaces balance	f:mapping mix	f:blended concepts	f:mean of words per concept	d:graphs vertices	d:graphs edges	f:novelty	g:blend space
-0.05852553475313856	-0.38999999999999996	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.6666666666666666	vodka,antonym,candle;candle,influencedby,x_query;vodka,madeof,sugar;
-0.05852553475313856	-0.38999999999999996	-0.6666666666666666	-0.3333333333333333	0.25	1.0	4	3	0.6666666666666666	cookie,antonym,glass_bottle|cake;glass_bottle|cake,madeof,egg;cookie,influencedby,morning_musume;
-0.05852553475313856	-0.38999999999999996	-0.6	-0.6666666666666666	0.5	1.5	4	3	1.0	cake,antonym,candle|ambition;cake,madeof,give_up_all_hope|milk;candle|ambition,influencedby,x_query;
-0.05852553475313856	-0.38999999999999996	-0.5	-0.3333333333333333	0.25	1.0	4	3	0.6666666666666666	olive|untidy,madeof,olive_oil;haskell,influencedby,clean;clean,antonym,olive|untidy;
-0.05434800398868131	-0.295	-1.0	-0.5	0.2	1.0	5	4	0.75	vodka,antonym,candle;vodka,madeof,potato|sugar;athlete,antonym,potato|sugar;candle,influencedby,x_query;
-0.05434800398868131	-0.295	-0.8	-0.75	0.2	1.0	5	4	0.75	vodka,antonym,candle;vodka,madeof,potato|sugar;candle,influencedby,x_query;potato|sugar,antonym,salt;
-0.05434800398868131	-0.295	-0.75	-0.75	0.0	1.0	5	4	0.75	vodka,antonym,candle;candle,influencedby,x_query;vodka,madeof,sugar;sugar,antonym,sign;
-0.05434800398868131	-0.295	-0.75	-0.5	0.2	1.0	5	4	0.75	cookie,antonym,glass_bottle|cake;glass_bottle|cake,madeof,egg;balance_checkbook,antonym,egg;cookie,influencedby,morning_musume;
-0.05434800398868131	-0.295	-0.6666666666666666	-0.5	0.4	1.4285714285714286	5	4	1.0	cake,antonym,candle|ambition;candle|ambition,influencedby,x_query;cake,madeof,give_up_all_hope|milk;bitter,antonym,give_up_all_hope|milk;
-0.05225923860645268	-0.43600000000000005	-1.0	-0.4	0.3333333333333333	1.25	6	5	0.8	child,antonym,mineral;milk|doll,antonym,cookie;child,madeof,flesh_and_blood|have_sex;milk|doll,madeof,mineral;cookie,influencedby,morning_musume;
-0.05225923860645268	-0.43600000000000005	-1.0	-0.0	0.16666666666666666	1.2857142857142858	6	5	0.4	sugar,antonym,flour;umbrella_with_hole|cookie,antonym,cake;cake,madeof,flour;umbrella_with_hole|cookie,influencedby,morning_musume;sugar,madeof,sugarcane;
-0.05225923860645268	-0.43600000000000005	-0.75	-0.4	0.0	1.3333333333333333	6	5	0.6	child,antonym,mineral;doll,madeof,mineral;doll,antonym,cookie;child,madeof,flesh_and_blood;cookie,influencedby,morning_musume;
-0.05225923860645268	-0.43600000000000005	-0.6666666666666666	-0.6	0.16666666666666666	1.0	6	5	0.6	vodka,antonym,candle;vodka,madeof,potato|sugar;salt,madeof,sodium_chloride;candle,influencedby,x_query;potato|sugar,antonym,salt;
-0.05225923860645268	-0.43600000000000005	-0.6	-0.4	0.16666666666666666	1.2857142857142858	6	5	0.8	child,antonym,mineral;doll,madeof,mineral;child,madeof,flesh_and_blood|have_sex;doll,antonym,cookie;cookie,influencedby,morning_musume;
-0.0517249217679764	-0.1075	-1.0	-0.5	0.2	1.6666666666666667	5	4	0.75	border|cat,antonym,unbordered;mandatory,antonym,joy;in_some_country_military_service,hasproperty,mandatory;border|cat,influencedby,joy;
-0.0517249217679764	-0.1075	-0.5	-0.5	0.0	2.0	5	4	0.5	border,influencedby,joy;if_you_watch_stripper_dance_tip,hasproperty,mandatory;mandatory,antonym,joy;border,antonym,unbordered;
-0.050644282444791355	-0.295	-1.0	-0.5	0.2	1.8333333333333333	5	4	0.75	border|cat,antonym,unbordered;mandatory,antonym,joy;border|cat,influencedby,joy;mandatory,capableof,be_at_it_high_level_ever;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	0.0	wood,antonym,stone;tile,madeof,stone;tree,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	0.6666666666666666	air,madeof,molecule;incense,madeof,move_air;incense,antonym,air;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	0.6666666666666666	helmet,antonym,boat;boat,madeof,fiber;helmet,madeof,part;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	0.6666666666666666	iron,antonym,stone;steel,madeof,iron;audience,madeof,stone;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	0.6666666666666666	mail,madeof,paper;rubber,madeof,petroleum;rubber,antonym,paper;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	0.6666666666666666	sun,madeof,gas;bean,madeof,proton;sun,antonym,proton;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	boat,madeof,plastic;boat,antonym,relaxer;relaxer,madeof,many_thing;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	car,antonym,plate;car,madeof,ceramic;plate,madeof,part;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	hair,antonym,plastic;plastic,madeof,aminoacids;letter,madeof,hair;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	hamper,madeof,carbon;surface,madeof,electron;surface,antonym,carbon;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	paper,antonym,machine;machine,madeof,petroleum;cup,madeof,paper;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	road,antonym,hand;road,madeof,cell;hand,madeof,pavement;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	spring,antonym,fabric;duvet,madeof,spring;fabric,madeof,spice;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.0	4	3	1.0	vet,madeof,stone;fur,antonym,stone;cell_phone,madeof,fur;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.5	4	3	0.3333333333333333	water,antonym,wood;water,madeof,tell_good_joke;board,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	1.5	4	3	1.0	pop,madeof,concrete_and_brick;plant,madeof,rubber;plant,antonym,pop;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.0	2.25	4	3	1.0	vodka,antonym,candle;duck_of_all_shape_and_size,madeof,vodka;candle,madeof,dead_tree;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	0.6666666666666666	steel,madeof,iron;tin|neutron,antonym,steel;oxygen,madeof,tin|neutron;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	0.6666666666666666	sugar,madeof,mineral;sugar,antonym,lodge|flour;lodge|flour,madeof,wheat;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	0.6666666666666666	wood,antonym,plastic|precious;cabinet,madeof,plastic|precious;die,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	asphalt|wood,madeof,tar;lumber,madeof,asphalt;asphalt|wood,antonym,lumber;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	car,madeof,iron|hem;iron|hem,antonym,steel;steel,madeof,thread;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	coffee,madeof,bean|fire;oil,madeof,rice;bean|fire,antonym,rice;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	hand,madeof,room;food|fiber,madeof,meat;hand,antonym,food|fiber;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	muscle,madeof,cell|ptyalin;table,madeof,room;cell|ptyalin,antonym,room;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	restaurant,madeof,water;water,antonym,wood|spanish_restaurant;tree,madeof,wood|spanish_restaurant;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.0	4	3	1.0	wood,antonym,box_seat|paper;have_sex,madeof,wood;letter,madeof,box_seat|paper;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.4	4	3	0.6666666666666666	wait_on_table|box,madeof,tin;bag,madeof,fabric;wait_on_table|box,antonym,bag;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.4	4	3	0.6666666666666666	wood,antonym,plastic|gold_and_silver;oil,madeof,wood;prison,madeof,plastic|gold_and_silver;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.4	4	3	1.0	page,madeof,paper|have_work_ear;coin,antonym,paper|have_work_ear;coin,madeof,oxygen;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.4	4	3	1.0	pee,madeof,plastic;wood|most_automatic_gate,antonym,plastic;cell_phone,madeof,wood|most_automatic_gate;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.25	1.6	4	3	1.0	act,madeof,meat;metal_wood_or_plastic|wool,antonym,meat;playground_equipment,madeof,metal_wood_or_plastic|wool;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.5	1.3333333333333333	4	3	1.0	car|paper,antonym,boat|cardboard;boat|cardboard,madeof,plastic;car|paper,madeof,pulp_celulosic_fiber;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	0.5	1.3333333333333333	4	3	1.0	steel,antonym,diatomaceous_earth;machine|read_magazine,madeof,steel;can_of_soda|dynamite,madeof,diatomaceous_earth;
-0.0459929424597668	-0.6699999999999999	-1.0	-1.0	1.0	1.0	4	3	1.0	tofu|tricycle,madeof,bean|steel;bean|steel,antonym,rice|aluminum;ricecake|aluminum_foil,madeof,rice|aluminum;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.6666666666666666	0.25	1.0	4	3	0.3333333333333333	water,antonym,wood;mist|food,madeof,wood;perspiration,madeof,water;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	hay,antonym,soldier;haymow,madeof,hay;army|common_wheat,madeof,soldier;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	sweater|ricecake,madeof,yarn;bean,antonym,yarn;coffee,madeof,bean;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.6666666666666666	0.25	1.4	4	3	0.6666666666666666	diamond,antonym,sofa;sofa,madeof,cloth_or_leather;diamond,madeof,leather|carbon;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.0	1.0	4	3	0.0	water,antonym,wood;perspiration,madeof,water;guitar,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.0	1.0	4	3	0.3333333333333333	yarn,madeof,alpalca_hair;bean,antonym,yarn;coffee,madeof,bean;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.0	1.0	4	3	0.6666666666666666	sofa,madeof,wood;wood,antonym,stone;homewares_department,madeof,stone;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.0	1.0	4	3	0.6666666666666666	wood,antonym,stone;town,madeof,stone;school_locker,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.0	2.0	4	3	0.3333333333333333	vodka,antonym,candle;vodka,madeof,potato;candle,madeof,wax_with_wick_in_it;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.0	2.0	4	3	0.6666666666666666	dynamite,madeof,diatomaceous_earth;steel,antonym,diatomaceous_earth;both_saxophone_and_alarm_clock,madeof,steel;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.25	1.4	4	3	1.0	control_room,madeof,copper;car,madeof,sofa_be_to|iron;sofa_be_to|iron,antonym,copper;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.5	1.0	4	3	1.0	oxygen|acute,antonym,carbon|obtuse;oxygen|acute,madeof,proton;petroleum,madeof,carbon|obtuse;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.5	1.0	4	3	1.0	silk|menarche,antonym,human|menopause;clothe,madeof,silk|menarche;human|menopause,madeof,flesh;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.5	1.0	4	3	1.0	wheat_flour,madeof,buyer|wheat;seller|rice,antonym,buyer|wheat;rice_cake,madeof,seller|rice;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.5	1.3333333333333333	4	3	0.6666666666666666	glue,madeof,flour_and_water;rubber|it_member,antonym,glue;basketball|church,madeof,rubber|it_member;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.3333333333333333	0.5	2.3333333333333335	4	3	0.6666666666666666	juice,antonym,porn|milk;juice,madeof,crush_fruit_pulp;porn|milk,madeof,naked_person|several_substance_one_of_which_be_water;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.0	0.25	1.0	4	3	0.6666666666666666	clothe,madeof,material;sometimes_wire,madeof,plastic|iron;plastic|iron,antonym,material;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.0	0.25	1.4	4	3	0.6666666666666666	juice,antonym,porn|milk;juice,madeof,crush_fruit_pulp;porn|milk,madeof,protein;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.0	0.25	1.4	4	3	0.6666666666666666	kill_person|shadow,madeof,absence_of_light;kill_person|shadow,antonym,sunlight;electric_power,madeof,sunlight;
-0.0459929424597668	-0.6699999999999999	-1.0	-0.0	0.5	1.0	4	3	1.0	juice,antonym,porn|milk;porn|milk,madeof,protein;juice,madeof,fruit|movie_theater;
-0.0459929424597668	-0.6699999999999999	-0.8333333333333334	-1.0	0.75	1.2857142857142858	4	3	1.0	car|paper,antonym,boat|cardboard;boat|cardboard,madeof,plastic;car|paper,madeof,many_thing|pulp_celulosic_fiber;
-0.0459929424597668	-0.6699999999999999	-0.8333333333333334	-1.0	0.75	1.0	4	3	1.0	tofu|tricycle,madeof,bean|steel;alcohol,madeof,rice|aluminum;bean|steel,antonym,rice|aluminum;
-0.0459929424597668	-0.6699999999999999	-0.8	-1.0	0.5	1.3333333333333333	4	3	1.0	bag,madeof,rubber|plastic;wait_on_table|box,madeof,tin;wait_on_table|box,antonym,bag;
-0.0459929424597668	-0.6699999999999999	-0.8	-1.0	0.5	1.5	4	3	1.0	act|food,madeof,meat;metal_wood_or_plastic|wool,antonym,meat;playground_equipment,madeof,metal_wood_or_plastic|wool;
-0.0459929424597668	-0.6699999999999999	-0.8	-1.0	0.5	1.0	4	3	0.6666666666666666	oil,madeof,wood;oil,antonym,gas|lignin;sun|wood,madeof,gas|lignin;
-0.0459929424597668	-0.6699999999999999	-0.8	-0.6666666666666666	0.5	1.0	4	3	1.0	sheet,madeof,cotton|apparent;silk|latent,antonym,cotton|apparent;wed_gown,madeof,silk|latent;
-0.0459929424597668	-0.6699999999999999	-0.8	-0.6666666666666666	0.5	1.0	4	3	1.0	oxygen|acute,antonym,carbon|obtuse;food,madeof,carbon|obtuse;oxygen|acute,madeof,proton;
-0.0459929424597668	-0.6699999999999999	-0.75	-1.0	0.25	1.4	4	3	1.0	steel,antonym,diatomaceous_earth;machine|read_magazine,madeof,steel;can_of_soda,madeof,diatomaceous_earth;
-0.0459929424597668	-0.6699999999999999	-0.75	-1.0	0.25	1.4	4	3	1.0	pop,madeof,concrete_and_brick|soda_water;plant,madeof,rubber;plant,antonym,pop;
-0.0459929424597668	-0.6699999999999999	-0.75	-1.0	0.25	1.4	4	3	0.3333333333333333	water,antonym,wood;board,madeof,wood;water,madeof,oxygen|tell_good_joke;
-0.0459929424597668	-0.6699999999999999	-0.75	-1.0	0.25	1.0	4	3	1.0	duck_decoy,madeof,carbon;lumber,madeof,carbon|wood;lumber,antonym,carbon;
-0.0459929424597668	-0.6699999999999999	-0.75	-1.0	0.25	1.0	4	3	1.0	diamond,antonym,sofa;diamond,madeof,leather|carbon;sofa,madeof,carbon;
-0.0459929424597668	-0.6699999999999999	-0.75	-1.0	0.25	1.0	4	3	0.6666666666666666	tire,madeof,coal|rubber;energy,antonym,tire;dairy_product,madeof,energy;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	2.0	4	3	1.0	paper,antonym,pencil|potato_in_produce_department;pencil|potato_in_produce_department,madeof,wood_and_lead;paper,madeof,organelle;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.6	4	3	1.0	mountain,madeof,land|pepper;business_class_airplane_seat,madeof,sugar;sugar,antonym,land|pepper;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.6	4	3	0.6666666666666666	atom,madeof,quick_delivery_of_information|energy;tire,madeof,rubber;quick_delivery_of_information|energy,antonym,tire;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.4	4	3	1.0	post_it_note,madeof,paper|disorderly;overall,madeof,tree;paper|disorderly,antonym,tree;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	1.0	take_final,madeof,wheat;tortilla,madeof,each_finger|corn;each_finger|corn,antonym,wheat;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	1.0	steel,antonym,aluminum|sliver;horse_box,madeof,aluminum|sliver;ring,madeof,steel;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	1.0	pond,madeof,paper;wood|grid,antonym,paper;telephone_pole,madeof,wood|grid;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	1.0	friends_house,madeof,gold;silver|window,antonym,gold;argentite,madeof,silver|window;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	1.0	athlete,antonym,potato|land_line;human,madeof,athlete;gnocchi,madeof,potato|land_line;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	1.0	airplane,madeof,letter;letter,antonym,kitten|number;kitten|number,madeof,flesh;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	men|pencil,madeof,black_lead;internet,madeof,old;men|pencil,antonym,old;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	lead,madeof,plastic;wood|boy,antonym,plastic;most_table,madeof,wood|boy;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	human,madeof,protoplasm;clothe,madeof,scenery|silk;scenery|silk,antonym,human;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	dynamite,madeof,diatomaceous_earth;steel,antonym,diatomaceous_earth;machine|read_magazine,madeof,steel;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.6666666666666666	0.25	1.0	4	3	0.6666666666666666	cell|photon,antonym,prison;prison,madeof,plastic;laser,madeof,cell|photon;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.3333333333333333	0.5	1.5	4	3	1.0	juice,antonym,give_up_all_hope|milk;juice,madeof,fruit|attribute;cake,madeof,give_up_all_hope|milk;
-0.0459929424597668	-0.6699999999999999	-0.75	-0.3333333333333333	0.5	1.3333333333333333	4	3	1.0	car,madeof,sofa_be_to|iron;sofa_be_to|iron,antonym,copper;post_message|bullet,madeof,copper;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-1.0	0.5	1.0	4	3	1.0	car|paper,madeof,tree;car|paper,antonym,boat|cardboard;boat|cardboard,madeof,plastic;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.0	water,antonym,wood;perspiration,madeof,water;board,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.0	world,madeof,continent;ocean,madeof,salt_water;ocean,antonym,continent;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.3333333333333333	bean,antonym,yarn;coffee,madeof,bean;yarn,madeof,wool;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.6666666666666666	corn,antonym,wood;bottle,madeof,corn;wrench,madeof,wood;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.6666666666666666	hay,antonym,soldier;haymow,madeof,hay;common_wheat,madeof,soldier;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.0	4	3	0.6666666666666666	plant,madeof,lack;lack,antonym,land;mountain,madeof,land;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	1.5	4	3	0.6666666666666666	diamond,madeof,leather;diamond,antonym,sofa;sofa,madeof,cloth_or_leather;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.6666666666666666	0.0	2.25	4	3	0.6666666666666666	vegetable,antonym,nickel;story_eat_hamburger_have_step_veggieburgers,madeof,vegetable;food,madeof,nickel;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.3333333333333333	0.0	1.0	4	3	0.6666666666666666	bullet,madeof,carbon;anchor,madeof,iron;iron,antonym,carbon;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.3333333333333333	0.0	1.0	4	3	0.6666666666666666	dumpling,madeof,flour;dislodge,madeof,mineral;dislodge,antonym,flour;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.3333333333333333	0.0	1.75	4	3	0.3333333333333333	metal_wood_or_plastic,antonym,meat;duck,madeof,meat;playground_equipment,madeof,metal_wood_or_plastic;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.3333333333333333	0.25	1.0	4	3	0.6666666666666666	cookie,madeof,flour;cookie,antonym,glass_bottle|cake;glass_bottle|cake,madeof,egg;
-0.0459929424597668	-0.6699999999999999	-0.6666666666666666	-0.3333333333333333	0.25	1.0	4	3	0.6666666666666666	weight_machine,madeof,plastic;plastic,antonym,material;large_small|surface,madeof,material;
